Record_ID,Project_Code,Project_Title,Lead_Author,Graduation_Year,Institution,Contact_Email,Start_Date,Duration_Months,Budget_USD,Category,Notes
REC-1831,INVALID_CODE,Investigation into Archival Studies and Modern Data Pipelines,Jane Smith,2022,"University of Nevada, Las Vegas",smith@unlv.edu,2023-09-30,4,11180.84,Archival Studies,Notes on &quot;UIUC&quot;
REC-1832,INVALID_CODE,Investigation into Cataloging and Modern Data Pipelines,A. PROF. WILSON,2012.0,Univ. of Illinois (UIUC),a.wright@berkeley.edu,1900-01-01,31,135070.8 USD,Python,Caf&eacute; study group
REC-1833,PRJ-2026-9900,Proj A,Jane Smith,1998,"University of Nevada, Las Vegas",contact@lab.org,2025-12-01,29,76109.05,Metadata,Caf&eacute; study group
REC-1834,PRJ-26-1001,Investigation into Ethics and Modern Data Pipelines,Smith,N/A,"Las Vegas, University of Nevada",smith@unlv.edu,,36,100632.65 USD,Bioinformatics,Notes on &quot;UIUC&quot;
,,,,,,,,,,Metadata,Sub-tag record
REC-1835,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,1998,UC Berkeley,r.johnson@mit.edu,2021-07-22,34,-$371.00,Data Science,Notes on &quot;UIUC&quot;
REC-1836,PRJ-26-1001,Study on Data Science,Jayne Smyth,c. 2005,"Urbana-Champaign, University of Illinois",r.johnson@mit.edu,2021-07-22,22,88484.78,Python,Notes on &quot;UIUC&quot;
REC-1837,PRJ-2026-8819,Proj A,m. davis,'15,"Las Vegas, University of Nevada",contact@lab.org,2020-01-15,37,156535.7 USD,Ethics,Notes on &quot;UIUC&quot;
REC-1838,PRJ-2026-8819,Proj A,Dr. Jane Mary Smith,Pending,Univ. of Illinois (UIUC),jdoe@illinois.edu,1900-01-01,13,-$452.00,Python,Caf&eacute; study group
REC-1839,PRJ-26-1001,Investigation into Metadata and Modern Data Pipelines,A. PROF. WILSON,Unknown,University of Illinois at Urbana-Champaign,contact@lab.org,2025-12-01,7,-$253.00,Metadata,Phase 1 &amp; 2 complete
REC-1840,PRJ-2026-1001,Study on Python,Kristina Tailor,2020,"Las Vegas, University of Nevada",a.wright@berkeley.edu,1900-01-01,19,39445.32,Data Science,Notes on &quot;UIUC&quot;
REC-1841,PRJ-26-1001,Proj A,Dr. Jane Mary Smith,'15,"University of Nevada, Las Vegas",a.wright@berkeley.edu,2016-03-12,45,"$129,341.82",Data Science,Cost &lt; Budget
REC-1842,INVALID_CODE,Analysis of Data Science,Alexandr Wright,c2020,"Las Vegas, University of Nevada",a.wright@berkeley.edu,1900-01-01,20,71811.37,Ethics,Phase 1 &amp; 2 complete
REC-1843,prj-2026-1001,Proj A,m. davis,Class of 2018,U.N.L.V.,a.wright@berkeley.edu,2023-09-30,45,78947.37,Machine Learning,Phase 1 &amp; 2 complete
REC-1844,PRJ-2026-8819,Study on Machine Learning,Stephen Miller,2020,"University of Nevada, Las Vegas",jdoe@illinois.edu,2021-07-22,3,11007.96,Machine Learning,Phase 1 &amp; 2 complete
REC-1845,PRJ-2026-8819,Analysis of Archival Studies,Alexander Wright,2021,UNLV,jdoe@illinois.edu,2021-07-22,48,"$209,000.44",Cataloging,Phase 1 &amp; 2 complete
REC-1846,PRJ20261001,Analysis of Bioinformatics,Johnathan Doe,,UNLV,smith@unlv.edu,2020-01-15,46,"$150,670.06",Ethics,Caf&eacute; study group
REC-1847,PRJ-2026-9900,Study on Cataloging,Jayne Smyth,2022,Univ of Nevada Las Vegas,contact@lab.org,2018-11-05,23,FREE,GIS Mapping,Phase 1 &amp; 2 complete
REC-1848,,Proj A,A. PROF. WILSON,Class of 2018,"Technology, Massachusetts Institute of",smith@unlv.edu,2016-03-12,13,"$22,021.48",Data Science,Cost &lt; Budget
REC-1849,PRJ-2026-4052,Proj A,Smith,c. 2005,university of illinois at urbana-champaign,r.johnson@mit.edu,2023-09-30,33,86173.9,Python,Cost &lt; Budget
REC-1850,PRJ-26-1001,Analysis of Data Science,Michael O'Brown,N/A,U.N.L.V.,a.wright@berkeley.edu,1900-01-01,32,FREE,Bioinformatics,Caf&eacute; study group
REC-1851,INVALID_CODE,Investigation into Metadata and Modern Data Pipelines,Smith,2022,Massachusetts Institute of Technology,jdoe@illinois.edu,2020-01-15,14,"$30,113.74",Metadata,Notes on &quot;UIUC&quot;
REC-1852,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Johnson,Unknown,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2023-09-30,41,150518.69 USD,Metadata,Notes on &quot;UIUC&quot;
REC-1853,prj-2026-1001,Proj A,Smith,c. 2005,university of illinois at urbana-champaign,contact@lab.org,2020-01-15,34,132969.45 USD,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1854,prj-2026-1001,Analysis of Bioinformatics,Patricia Taylor-Garcia,2021,Cal Berkeley,contact@lab.org,2025-12-01,11,28695.73 USD,Python,Cost &lt; Budget
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
REC-1855,PRJ-26-1001,Analysis of Python,Patricia Taylor-Garcia,Class of 2018,M.I.T.,contact@lab.org,2021-07-22,43,FREE,Cataloging,Notes on &quot;UIUC&quot;
REC-1856,PRJ-2026-8819,Analysis of Data Science,Robert Johnson,,UNLV,a.wright@berkeley.edu,2025-12-01,32,105849.58,Cataloging,Phase 1 &amp; 2 complete
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
REC-1857,PRJ-26-1001,Analysis of Data Science,Patricia Taylor-Garcia,2012,M.I.T.,jdoe@illinois.edu,2025-12-01,12,46212.63,Python,Na&iuml;ve Bayes test
REC-1858,,Analysis of Machine Learning,Michael O'Brown,2018,"Las Vegas, University of Nevada",smith@unlv.edu,,27,"$74,762.30",Cataloging,Cost &lt; Budget
REC-1859,PRJ20261001,Analysis of Bioinformatics,Patricia Taylor Garcia,2012.0,university of illinois at urbana-champaign,smith@unlv.edu,1900-01-01,31,"$117,036.93",Archival Studies,Na&iuml;ve Bayes test
REC-1860,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Doe,'15,MIT,smith@unlv.edu,2016-03-12,23,72627.68,Bioinformatics,Phase 1 &amp; 2 complete
REC-1861,prj-2026-1001,Study on Python,Kristina Tailor,2005,Massachusetts Institute of Technology,jdoe@illinois.edu,2025-12-01,5,"$20,748.89",Metadata,Na&iuml;ve Bayes test
REC-1862,PRJ-2026-4052,Proj A,Smith,2021,Univ. of Illinois (UIUC),smith@unlv.edu,2025-12-01,29,"$73,390.86",Ethics,Cost &lt; Budget
REC-1863,PRJ20261001,Study on Bioinformatics,Brian Stuart,1882,Univ. of Illinois (UIUC),smith@unlv.edu,2020-01-15,19,"$41,461.58",Ethics,Phase 1 &amp; 2 complete
REC-1864,PRJ-2026-9900,Study on Cataloging,Jane Smith,2018,M.I.T.,duplicate.user@research.org,2020-01-15,23,61239.24 USD,Archival Studies,Notes on &quot;UIUC&quot;
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
REC-1865,PRJ-2026-9900,Proj A,A. PROF. WILSON,2050,Urbana Champaign University of Illinois,duplicate.user@research.org,2099-12-31,8,25958.0,Metadata,Phase 1 &amp; 2 complete
REC-1866,,Proj A,Jane Smith,'15,Cal Berkeley,r.johnson@mit.edu,1900-01-01,41,FREE,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1867,INVALID_CODE,Investigation into GIS Mapping and Modern Data Pipelines,Smith,Pending,University of Illinois at Urbana-Champaign,contact@lab.org,2021-07-22,27,FREE,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1868,prj-2026-1001,Analysis of Python,Alexander Wright,2018,MIT,smith@unlv.edu,2021-07-22,3,FREE,Cataloging,Na&iuml;ve Bayes test
REC-1869,,Investigation into Python and Modern Data Pipelines,m. davis,2005,Massachusetts Institute of Technology,a.wright@berkeley.edu,2023-09-30,9,"$37,379.13",Data Science,Notes on &quot;UIUC&quot;
REC-1870,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,c2020,MIT,smith@unlv.edu,2016-03-12,15,66192.31,Data Science,Cost &lt; Budget
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Bioinformatics,Sub-tag record
REC-1871,PRJ20261001,Study on GIS Mapping,Jayne Smyth,1998,MIT,jdoe@illinois.edu,2020-01-15,18,-$455.00,GIS Mapping,Phase 1 &amp; 2 complete
REC-1872,PRJ-2026-1001,Study on Machine Learning,Christina Taylor,1998,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2016-03-12,32,"$87,592.73",Data Science,Caf&eacute; study group
REC-1873,prj-2026-1001,Study on Archival Studies,Geoffrey Clark,Class of 2018,Urbana Champaign University of Illinois,duplicate.user@research.org,2021-07-22,3,"$13,462.54",Bioinformatics,Notes on &quot;UIUC&quot;
REC-1874,PRJ20261001,Investigation into Data Science and Modern Data Pipelines,Jane Smith,2020,U.N.L.V.,a.wright@berkeley.edu,,26,-$174.00,Python,Notes on &quot;UIUC&quot;
REC-1875,PRJ20261001,Investigation into Bioinformatics and Modern Data Pipelines,Jane Smith,2012.0,MIT,smith@unlv.edu,,30,52780.1,Python,Caf&eacute; study group
REC-1876,,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,2005,"Berkeley, University of California",r.johnson@mit.edu,2020-01-15,43,FREE,Metadata,Na&iuml;ve Bayes test
REC-1877,PRJ-2026-4052,Analysis of Bioinformatics,Robert Jhnson,,Univ of Illinois Urbana Champaign,contact@lab.org,2016-03-12,45,FREE,Python,Cost &lt; Budget
REC-1878,PRJ-2026-9900,Investigation into Python and Modern Data Pipelines,Smith,c2020,"Berkeley, University of California",a.wright@berkeley.edu,2025-12-01,9,19597.0 USD,Cataloging,Caf&eacute; study group
REC-1879,PRJ-2026-9900,Study on Archival Studies,Bryan Stewart,2020,Univ. of Illinois (UIUC),r.johnson@mit.edu,1900-01-01,37,FREE,GIS Mapping,Cost &lt; Budget
,,,,,,,,,,Machine Learning,Sub-tag record
REC-1880,INVALID_CODE,Analysis of Machine Learning,Michael O'Brown,Class of 2018,university of illinois at urbana-champaign,jdoe@illinois.edu,2025-12-01,60,100.0,Cataloging,Caf&eacute; study group
REC-1881,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,Unknown,UC Berkeley,contact@lab.org,2099-12-31,25,39828.02 USD,Bioinformatics,Phase 1 &amp; 2 complete
REC-1882,PRJ-2026-4052,Study on Python,Catherine Wright,2015,M.I.T.,a.wright@berkeley.edu,2099-12-31,8,"$17,889.35",Python,Cost &lt; Budget
REC-1883,PRJ-2026-9900,Analysis of Data Science,Alexander Wright,'15,UNLV,a.wright@berkeley.edu,1900-01-01,1,"$750,000.00",Archival Studies,Phase 1 &amp; 2 complete
REC-1884,PRJ-2026-1001,Study on GIS Mapping,Brian Stuart,c2020,UC Berkeley,contact@lab.org,2023-09-30,36,107038.69 USD,Metadata,Na&iuml;ve Bayes test
REC-1885,PRJ-2026-9900,Study on Bioinformatics,Geoffrey Clark,2022,Univ of Illinois Urbana Champaign,jdoe@illinois.edu,2099-12-31,27,FREE,Data Science,Caf&eacute; study group
REC-1886,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2050,UNLV,smith@unlv.edu,2018-11-05,11,-$388.00,Python,Phase 1 &amp; 2 complete
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Data Science,Sub-tag record
REC-1887,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Smith,2018,M.I.T.,contact@lab.org,2018-11-05,45,115781.75 USD,Cataloging,Phase 1 &amp; 2 complete
REC-1888,,Analysis of Machine Learning,Johnathan Doee,2005,UC Berkeley,a.wright@berkeley.edu,2025-12-01,7,FREE,Machine Learning,Na&iuml;ve Bayes test
REC-1889,PRJ-2026-1001,Study on GIS Mapping,Steven Miller,c2020,Univ. of Illinois (UIUC),duplicate.user@research.org,,45,-$104.00,Metadata,Phase 1 &amp; 2 complete
REC-1890,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,1998,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2021-07-22,38,-$136.00,Metadata,Phase 1 &amp; 2 complete
REC-1891,PRJ-26-1001,Analysis of Machine Learning,Johnathan Doee,2005,UC Berkeley,a.wright@berkeley.edu,2021-07-22,30,48861.8,Data Science,Cost &lt; Budget
REC-1892,INVALID_CODE,Analysis of Cataloging,Patricia Taylor Garcia,Unknown,Univ. of Illinois (UIUC),contact@lab.org,2020-01-15,21,"$62,819.41",Data Science,Notes on &quot;UIUC&quot;
REC-1893,prj-2026-1001,Proj A,Smith,2018,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2099-12-31,37,122687.84,Archival Studies,Cost &lt; Budget
REC-1894,PRJ-26-1001,Proj A,m. davis,c. 2005,M.I.T.,a.wright@berkeley.edu,,7,15783.45,GIS Mapping,Na&iuml;ve Bayes test
REC-1895,PRJ-2026-9900,Analysis of Python,Patricia Taylor-Garcia,2050,"University of Nevada, Las Vegas",r.johnson@mit.edu,2025-12-01,20,45834.61 USD,Cataloging,Na&iuml;ve Bayes test
REC-1896,,Analysis of Python,Patricia Taylor Garcia,1882,"Berkeley, University of California",a.wright@berkeley.edu,2020-01-15,21,FREE,Python,Phase 1 &amp; 2 complete
REC-1897,,Analysis of Bioinformatics,Robert Jhnson,Class of 2018,M.I.T.,a.wright@berkeley.edu,2025-12-01,7,15803.25 USD,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1898,prj-2026-1001,Study on GIS Mapping,Jayne Smyth,Pending,M.I.T.,contact@lab.org,,20,33059.58 USD,Archival Studies,Na&iuml;ve Bayes test
REC-1899,PRJ-2026-1001,Study on Python,Kathryn Write,2022,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,2016-03-12,38,FREE,Bioinformatics,Phase 1 &amp; 2 complete
REC-1900,prj-2026-1001,Analysis of Data Science,Johnathan Doe,2021,University of Illinois at Urbana-Champaign,contact@lab.org,2023-09-30,17,-$484.00,Ethics,Caf&eacute; study group
REC-1901,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,1882,University of Illinois at Urbana-Champaign,smith@unlv.edu,1900-01-01,4,"$17,453.68",GIS Mapping,Notes on &quot;UIUC&quot;
REC-1902,PRJ-2026-8819,Proj A,Smith,2012,"Technology, Massachusetts Institute of",contact@lab.org,2020-01-15,3,6648.94,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1903,PRJ-2026-8819,Proj A,Jane Smith,N/A,university of illinois at urbana-champaign,a.wright@berkeley.edu,1900-01-01,4,12495.18,Archival Studies,Na&iuml;ve Bayes test
REC-1904,PRJ20261001,Investigation into Python and Modern Data Pipelines,A. PROF. WILSON,Unknown,University of Illinois at Urbana-Champaign,a.wright@berkeley.edu,2021-07-22,7,23120.02 USD,Bioinformatics,Cost &lt; Budget
REC-1905,INVALID_CODE,Analysis of Bioinformatics,Michael OBrown,2012,Univ of Nevada Las Vegas,smith@unlv.edu,2099-12-31,39,"$87,056.53",Data Science,Phase 1 &amp; 2 complete
REC-1906,INVALID_CODE,Investigation into Python and Modern Data Pipelines,A. PROF. WILSON,2015,Massachusetts Institute of Technology,a.wright@berkeley.edu,2018-11-05,17,39225.2,Metadata,Caf&eacute; study group
REC-1907,PRJ-2026-1001,Analysis of Ethics,Alexander Wright,2018,Urbana Champaign University of Illinois,r.johnson@mit.edu,2021-07-22,13,-$125.00,Ethics,Phase 1 &amp; 2 complete
REC-1908,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,2022,"Las Vegas, University of Nevada",r.johnson@mit.edu,2021-07-22,36,"$61,212.12",Metadata,Caf&eacute; study group
REC-1909,PRJ-2026-9900,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,2012,UIUC,duplicate.user@research.org,2018-11-05,20,FREE,Archival Studies,Phase 1 &amp; 2 complete
REC-1910,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2005,"Berkeley, University of California",jdoe@illinois.edu,2020-01-15,4,"$12,010.96",Metadata,Cost &lt; Budget
REC-1911,PRJ20261001,Study on Metadata,Kathryn Write,2012.0,"University of Nevada, Las Vegas",r.johnson@mit.edu,2021-07-22,10,FREE,Data Science,Caf&eacute; study group
REC-1912,,Study on GIS Mapping,Kathryn Write,,MIT,a.wright@berkeley.edu,,32,-$281.00,Bioinformatics,Caf&eacute; study group
REC-1913,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,Unknown,"University of California, Berkeley",jdoe@illinois.edu,2018-11-05,22,40625.39 USD,GIS Mapping,Na&iuml;ve Bayes test
REC-1914,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,1998,M.I.T.,smith@unlv.edu,2020-01-15,11,37919.35,Metadata,Caf&eacute; study group
REC-1915,PRJ-26-1001,Study on GIS Mapping,Stephen Miller,c2020,M.I.T.,a.wright@berkeley.edu,2021-07-22,6,FREE,Machine Learning,Caf&eacute; study group
REC-1916,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,Pending,U.N.L.V.,a.wright@berkeley.edu,2023-09-30,38,111390.32 USD,Cataloging,Cost &lt; Budget
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
REC-1917,PRJ-2026-9900,Analysis of Metadata,Johnathan Doe,Class of 2018,"Berkeley, University of California",contact@lab.org,,28,-$335.00,Python,Cost &lt; Budget
REC-1918,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,2050,"University of California, Berkeley",a.wright@berkeley.edu,1900-01-01,38,-$359.00,Bioinformatics,Na&iuml;ve Bayes test
,,,,,,,,,,Python,Sub-tag record
REC-1919,INVALID_CODE,Proj A,Dr. Jane Mary Smith,2020,Urbana Champaign University of Illinois,r.johnson@mit.edu,2021-07-22,3,FREE,Cataloging,Phase 1 &amp; 2 complete
REC-1920,PRJ-2026-1001,Investigation into Bioinformatics and Modern Data Pipelines,Jane Smith,2015,Urbana Champaign University of Illinois,smith@unlv.edu,2023-09-30,17,FREE,Archival Studies,Caf&eacute; study group
REC-1921,,Study on Python,Jane Smith,2012.0,Cal Berkeley,r.johnson@mit.edu,,23,-$366.00,Cataloging,Cost &lt; Budget
REC-1922,PRJ-2026-1001,Analysis of GIS Mapping,Johnathan Doee,,UNLV,a.wright@berkeley.edu,2023-09-30,12,FREE,Cataloging,Cost &lt; Budget
REC-1923,prj-2026-1001,Investigation into Machine Learning and Modern Data Pipelines,Jane Smith,c2020,"Technology, Massachusetts Institute of",r.johnson@mit.edu,2018-11-05,33,"$143,400.67",Data Science,Notes on &quot;UIUC&quot;
REC-1924,PRJ-26-1001,Proj A,m. davis,Unknown,"Technology, Massachusetts Institute of",r.johnson@mit.edu,2018-11-05,34,145639.22 USD,Bioinformatics,Cost &lt; Budget
REC-1925,PRJ-26-1001,Proj A,Jane Smith,2005,Cal Berkeley,contact@lab.org,1900-01-01,8,"$31,108.66",Bioinformatics,Phase 1 &amp; 2 complete
REC-1926,prj-2026-1001,Proj A,Smith,Unknown,University of Illinois at Urbana-Champaign,smith@unlv.edu,2025-12-01,8,12970.32,Data Science,Cost &lt; Budget
REC-1927,PRJ-2026-4052,Study on Cataloging,Jane Smith,c2020,UIUC,a.wright@berkeley.edu,2023-09-30,36,-$245.00,Archival Studies,Na&iuml;ve Bayes test
REC-1928,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Doe,Unknown,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,1900-01-01,47,137145.1 USD,Ethics,Cost &lt; Budget
REC-1929,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Johnson,2012,"Technology, Massachusetts Institute of",r.johnson@mit.edu,2021-07-22,48,"$94,351.55",Metadata,Notes on &quot;UIUC&quot;
,,,,,,,,,,Machine Learning,Sub-tag record
REC-1930,PRJ-2026-9900,Proj A,Jane Smith,c. 2005,"Las Vegas, University of Nevada",contact@lab.org,2099-12-31,44,-$473.00,Cataloging,Caf&eacute; study group
REC-1931,PRJ-2026-1001,Proj A,Smith,1998,Massachusetts Institute of Technology,jdoe@illinois.edu,2023-09-30,34,98277.4 USD,Python,Caf&eacute; study group
REC-1932,PRJ-2026-1001,Investigation into Python and Modern Data Pipelines,Jane Smith,2050,UNLV,smith@unlv.edu,2020-01-15,34,140303.14,Metadata,Cost &lt; Budget
REC-1933,PRJ-26-1001,Analysis of GIS Mapping,Alexander Wright,2005,Urbana Champaign University of Illinois,jdoe@illinois.edu,2025-12-01,3,-$203.00,Python,Na&iuml;ve Bayes test
REC-1934,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,1998,UC Berkeley,jdoe@illinois.edu,,32,52273.31,Machine Learning,Cost &lt; Budget
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Cataloging,Sub-tag record
REC-1935,PRJ-2026-1001,Investigation into Cataloging and Modern Data Pipelines,A. PROF. WILSON,2012,UC Berkeley,r.johnson@mit.edu,2021-07-22,19,FREE,Cataloging,Na&iuml;ve Bayes test
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Data Science,Sub-tag record
REC-1936,,Investigation into Machine Learning and Modern Data Pipelines,Smith,1882,"Berkeley, University of California",jdoe@illinois.edu,2023-09-30,34,FREE,Ethics,Na&iuml;ve Bayes test
REC-1937,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,1882,Massachusetts Institute of Technology,smith@unlv.edu,2021-07-22,8,FREE,Data Science,Phase 1 &amp; 2 complete
REC-1938,PRJ-2026-8819,Study on GIS Mapping,Stephen Miller,'15,UIUC,a.wright@berkeley.edu,1900-01-01,26,46613.14,Ethics,Notes on &quot;UIUC&quot;
REC-1939,PRJ-2026-8819,Study on Machine Learning,Jane Smith,2012,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2018-11-05,35,-$338.00,Archival Studies,Caf&eacute; study group
